campaign_id,fuzzer,subject,defect,time
515,Zeugma,Closure,C0,
919,BeDivFuzz-Simple,Rhino,R0,
919,BeDivFuzz-Simple,Rhino,R2,
919,BeDivFuzz-Simple,Rhino,R4,
310,Zeugma-Linked,Nashorn,N1,
839,Zeugma-2PT,Bcel,B1,
1065,Zeugma,Closure,C0,
915,Zeugma-Linked,Nashorn,N1,
1056,Zeugma-Linked,Bcel,B1,
420,Zeugma-Linked,Nashorn,N2,
420,Zeugma-Linked,Nashorn,N1,
833,BeDivFuzz-Simple,Bcel,B1,
862,Zeugma-1PT,Nashorn,N0,
862,Zeugma-1PT,Nashorn,N2,
862,Zeugma-1PT,Nashorn,N1,
202,Zeugma-1PT,Nashorn,N2,
202,Zeugma-1PT,Nashorn,N1,
42,Zest,Rhino,R4,
643,Zeugma-2PT,Nashorn,N0,
643,Zeugma-2PT,Nashorn,N2,
643,Zeugma-2PT,Nashorn,N1,
532,Zeugma-1PT,Nashorn,N0,
532,Zeugma-1PT,Nashorn,N2,
532,Zeugma-1PT,Nashorn,N1,
